00,2989
01,1712
02,961
03,557
04,426
05,362
06,607
07,1128
08,1756
09,1961
10,2285
11,1837
12,2155
13,2399
14,2458
15,2463
16,2218
17,2149
18,2557
19,2917
20,2885
21,3431
22,4025
23,3792
