00,1559
01,1127
02,703
03,477
04,376
05,320
06,478
07,741
08,1056
09,1108
10,1436
11,1120
12,1350
13,1857
14,1761
15,1670
16,1382
17,1362
18,1742
19,1951
20,2024
21,2108
22,2408
23,2053
