00,1771
01,1145
02,651
03,398
04,292
05,240
06,428
07,752
08,1323
09,1417
10,1435
11,1237
12,1590
13,1653
14,1629
15,1692
16,1625
17,1501
18,1906
19,2006
20,1943
21,2214
22,2579
23,2218
