00,3121
01,1925
02,1107
03,684
04,518
05,436
06,728
07,1264
08,1896
09,2204
10,2559
11,1982
12,2368
13,2754
14,2816
15,2790
16,2395
17,2410
18,2799
19,3192
20,3216
21,3886
22,4391
23,4051
