00,2990
01,1713
02,964
03,557
04,423
05,363
06,607
07,1129
08,1756
09,1961
10,2288
11,1841
12,2157
13,2401
14,2457
15,2464
16,2218
17,2149
18,2554
19,2918
20,2885
21,3443
22,4025
23,3793
